Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind
5,3,2008,7.33,1.94,87.87,1.67,7.64,24.84,6.51
6,3,2008,5.93,1.65,93.69,0.46,3.56,26.87,5.26
7,3,2008,9.92,2.68,84.26,1.18,9.94,5.78,5.12
8,3,2008,13.10,0.35,81.57,1.63,19.56,0.07,2.01
9,3,2008,16.58,0.72,73.34,2.05,20.08,0.00,2.16
10,3,2008,15.62,2.26,78.81,1.80,17.91,0.00,2.99
11,3,2008,15.34,7.06,84.31,1.27,10.95,0.24,3.22
12,3,2008,19.98,4.36,83.80,2.18,19.54,0.03,1.30
13,3,2008,21.21,7.16,80.94,2.32,20.15,0.00,1.02
14,3,2008,23.69,7.76,75.11,2.50,19.61,0.00,1.16
15,3,2008,27.74,7.80,70.10,2.42,15.91,0.04,1.76
16,3,2008,17.29,6.94,78.61,2.25,20.78,0.00,3.40
17,3,2008,19.73,5.32,76.77,2.42,20.78,0.00,1.28
18,3,2008,18.30,5.81,78.88,2.20,20.52,0.06,2.84
19,3,2008,17.38,5.32,80.53,2.00,18.61,0.11,2.75
20,3,2008,12.14,4.33,87.11,1.06,5.58,7.02,3.42
21,3,2008,13.62,1.79,74.64,2.31,22.07,0.00,1.40
22,3,2008,14.65,5.53,81.85,1.59,12.08,10.16,5.51
23,3,2008,8.84,2.02,73.28,2.24,12.36,6.46,6.23
24,3,2008,12.86,0.85,65.25,2.67,23.06,0.00,5.92
25,3,2008,16.21,0.36,75.73,2.57,22.72,0.00,2.79
26,3,2008,17.04,2.23,75.37,2.40,20.78,0.19,2.78
27,3,2008,13.67,7.31,76.08,1.89,15.60,0.52,5.76
28,3,2008,14.28,7.01,88.11,1.06,7.22,1.78,4.12
29,3,2008,21.65,3.55,67.52,2.77,20.94,0.04,2.78
30,3,2008,17.74,9.39,82.20,1.37,7.30,9.47,2.89
31,3,2008,13.24,6.32,82.21,1.92,13.36,6.11,5.24
1,4,2008,10.14,5.76,97.20,0.32,0.96,26.82,6.60
2,4,2008,13.67,6.93,90.76,1.27,10.50,2.26,3.31
3,4,2008,15.62,3.60,78.42,2.59,23.52,0.02,2.08
4,4,2008,14.50,4.87,82.18,2.06,19.93,0.00,2.12
5,4,2008,17.88,2.57,78.83,2.73,24.21,0.03,1.34
6,4,2008,25.47,2.86,59.27,3.45,23.46,0.00,2.39
7,4,2008,28.88,9.02,56.78,3.69,17.02,0.34,3.58
8,4,2008,21.88,10.44,80.96,2.73,19.85,1.26,1.56
9,4,2008,29.97,10.33,65.72,4.04,24.58,0.05,1.49
10,4,2008,23.24,14.41,74.30,2.92,19.80,3.06,1.71
11,4,2008,16.92,8.08,85.64,0.71,4.34,3.66,1.87
12,4,2008,14.99,6.20,79.76,2.32,17.10,1.80,3.05
13,4,2008,16.95,4.41,76.06,2.97,25.26,0.07,1.84
14,4,2008,17.32,4.00,80.40,2.62,23.61,0.01,2.19
15,4,2008,20.89,5.55,81.87,2.85,24.94,0.08,1.92
16,4,2008,26.13,7.71,58.13,3.54,20.98,0.05,3.80
17,4,2008,21.11,8.73,71.20,2.74,21.37,0.18,4.08
18,4,2008,24.49,9.98,68.72,2.73,18.63,0.30,4.05
19,4,2008,20.26,6.88,68.49,3.03,26.60,0.00,1.83
20,4,2008,20.61,8.18,71.02,1.90,15.58,0.27,2.27
21,4,2008,15.05,8.11,74.78,1.71,16.14,0.60,4.26
22,4,2008,19.13,7.07,70.89,2.68,26.50,0.00,3.09
23,4,2008,21.44,5.67,65.04,2.95,26.85,0.00,1.34
24,4,2008,22.46,8.05,65.15,2.91,26.80,0.00,1.53
25,4,2008,22.23,8.54,66.67,2.63,27.25,0.00,2.05
26,4,2008,19.92,6.91,72.57,2.21,27.54,0.00,2.29
27,4,2008,23.04,6.68,64.89,2.53,27.85,0.00,1.62
28,4,2008,27.12,8.50,56.73,2.82,26.94,0.00,1.51
29,4,2008,22.10,10.41,63.95,2.12,26.12,0.02,1.65
30,4,2008,23.01,11.74,73.20,1.87,25.64,0.00,1.91
1,5,2008,24.69,12.10,75.12,1.69,24.24,0.06,2.15
2,5,2008,24.58,13.92,81.75,1.61,24.57,0.18,2.11
3,5,2008,21.77,14.37,82.62,1.64,23.42,0.41,1.92
4,5,2008,20.99,14.44,83.87,1.36,18.78,0.34,1.91
5,5,2008,21.29,14.11,83.90,1.30,19.15,0.12,1.74
6,5,2008,26.06,13.11,70.03,2.31,25.57,0.70,1.88
7,5,2008,25.97,15.75,55.67,1.94,19.98,0.75,4.70
8,5,2008,30.15,16.21,41.42,2.53,23.50,0.20,5.30
9,5,2008,24.76,13.06,61.90,2.01,21.23,8.03,4.43
10,5,2008,21.44,8.59,61.63,3.35,26.05,0.00,3.64
11,5,2008,20.47,7.73,71.78,2.42,24.56,0.70,2.58
12,5,2008,18.90,9.92,83.90,1.47,10.56,14.94,0.71
13,5,2008,18.39,9.26,76.95,2.93,24.39,0.01,1.79
14,5,2008,23.54,8.06,68.65,3.61,27.68,1.53,1.84
15,5,2008,21.78,12.60,85.07,2.60,18.72,5.45,2.19
16,5,2008,18.21,13.39,89.78,1.28,8.00,1.66,3.19
17,5,2008,19.71,10.94,80.48,2.99,25.42,0.98,1.70
18,5,2008,16.07,9.73,89.98,1.03,5.74,20.88,2.28
19,5,2008,16.16,9.25,87.46,2.18,13.26,6.20,4.60
20,5,2008,22.51,8.33,72.55,3.71,26.51,0.02,3.13
21,5,2008,24.37,8.97,66.77,3.94,28.20,0.00,1.46
22,5,2008,23.60,11.11,69.32,3.68,27.57,0.00,1.61
23,5,2008,26.12,12.95,71.37,3.54,26.27,0.00,1.72
24,5,2008,23.12,15.24,74.71,3.22,25.25,0.13,2.30
25,5,2008,32.45,15.04,49.15,3.69,17.75,0.20,3.36
26,5,2008,19.99,13.62,86.31,2.32,20.00,1.04,3.41
27,5,2008,20.24,12.42,73.02,2.97,27.07,0.05,2.70
28,5,2008,17.76,10.81,81.19,1.45,13.02,0.88,3.50
29,5,2008,17.24,10.60,88.64,1.14,7.69,2.71,4.79
30,5,2008,21.88,13.92,80.86,2.69,22.42,0.30,2.48
31,5,2008,33.42,12.19,57.39,4.34,26.97,0.00,4.06
1,6,2008,32.78,15.59,61.72,3.38,23.09,1.28,4.82
2,6,2008,23.67,14.04,65.20,2.33,21.44,0.02,3.07
3,6,2008,20.27,15.25,81.92,1.13,12.22,0.24,5.12
4,6,2008,23.29,14.33,76.86,2.10,23.99,0.23,3.19
5,6,2008,22.26,15.08,79.67,1.48,17.18,0.08,2.22
6,6,2008,25.54,15.03,77.61,1.99,25.27,0.00,2.19
7,6,2008,22.61,14.85,81.65,1.62,20.06,0.70,2.16
8,6,2008,23.16,12.90,76.76,1.72,24.13,1.56,2.15
9,6,2008,20.30,15.00,84.86,0.96,9.04,0.61,2.74
10,6,2008,16.11,14.50,94.50,0.57,2.02,22.98,2.06
11,6,2008,23.22,12.43,75.65,3.43,27.51,0.06,1.41
12,6,2008,24.34,13.13,71.56,3.30,26.03,0.00,1.75
13,6,2008,27.37,12.30,62.99,3.71,27.29,0.00,1.52
14,6,2008,29.53,14.17,57.83,3.78,28.06,0.00,1.29
15,6,2008,32.06,14.86,54.35,3.82,27.68,0.01,1.46
16,6,2008,30.93,16.50,62.65,3.16,26.84,0.45,2.97
17,6,2008,22.68,15.56,83.08,1.52,14.50,1.14,3.19
18,6,2008,27.72,14.73,73.31,2.73,27.17,0.09,1.96
19,6,2008,30.43,17.42,69.33,2.65,27.56,0.00,2.10
20,6,2008,28.57,16.64,76.46,2.07,27.36,0.27,1.77
21,6,2008,29.46,17.72,72.64,2.20,27.07,0.39,1.78
22,6,2008,38.98,19.79,47.70,2.71,27.48,0.00,2.81
23,6,2008,37.48,20.60,55.25,2.16,28.18,0.00,1.99
24,6,2008,30.92,19.09,66.82,1.60,27.03,0.19,2.50
25,6,2008,28.24,16.92,67.25,1.34,28.09,0.00,2.70
26,6,2008,31.89,15.98,57.43,1.55,28.15,0.00,2.11
27,6,2008,31.37,17.57,59.31,1.43,28.04,0.00,2.67
28,6,2008,30.62,18.45,52.19,1.38,27.70,0.00,2.96
29,6,2008,30.26,16.45,51.85,1.41,28.82,0.00,1.85
30,6,2008,27.52,16.44,70.37,1.02,26.75,0.02,2.29
1,7,2008,27.26,17.13,72.09,1.00,27.35,0.02,2.00
2,7,2008,31.38,16.70,51.32,1.32,28.02,0.00,1.69
3,7,2008,33.17,17.00,54.22,1.24,27.70,0.00,2.85
4,7,2008,30.79,18.24,70.40,1.13,25.18,0.23,2.20
5,7,2008,33.33,20.48,63.49,1.22,26.85,0.00,1.86
6,7,2008,32.41,20.99,58.72,1.04,22.46,0.13,1.65
7,7,2008,30.77,20.32,62.77,1.20,21.59,0.44,2.09
8,7,2008,30.64,19.85,68.77,1.17,25.43,0.19,2.39
9,7,2008,36.16,19.18,66.46,1.08,22.74,0.00,1.70
10,7,2008,34.52,21.46,59.01,1.21,26.23,0.08,1.94
11,7,2008,31.25,22.80,64.95,1.07,25.14,0.16,2.25
12,7,2008,32.20,21.67,58.99,1.34,26.62,0.84,1.83
13,7,2008,30.38,21.72,60.68,1.57,24.39,0.66,3.15
14,7,2008,29.47,19.56,60.33,1.32,25.09,0.01,2.22
15,7,2008,26.90,20.08,81.31,0.86,17.65,1.66,2.87
16,7,2008,26.96,19.43,83.44,2.06,19.67,2.69,3.74
17,7,2008,32.20,18.33,72.84,2.23,26.58,0.00,2.12
18,7,2008,29.80,17.82,71.30,1.46,26.87,0.00,2.23
19,7,2008,35.46,17.98,49.88,1.53,26.99,0.00,1.74
20,7,2008,38.20,19.96,31.97,1.48,27.20,0.00,1.46
21,7,2008,35.20,20.71,49.03,1.10,26.86,0.00,1.85
22,7,2008,31.80,19.22,61.24,0.88,25.87,0.05,2.25
23,7,2008,34.02,18.57,38.39,1.05,26.81,0.00,1.75
24,7,2008,40.96,20.47,29.90,1.36,26.22,0.25,2.67
25,7,2008,38.78,22.29,42.32,1.31,26.25,0.00,1.75
26,7,2008,37.09,21.99,54.08,1.03,26.33,0.00,2.11
27,7,2008,34.32,19.92,53.06,0.95,26.41,0.00,1.73
28,7,2008,33.76,20.11,49.61,0.92,26.21,0.00,1.65
29,7,2008,33.25,21.94,48.39,0.89,25.60,0.00,1.58
30,7,2008,34.23,21.87,62.68,0.81,24.54,0.04,1.84
31,7,2008,32.88,21.21,66.16,0.78,24.95,0.01,1.66
1,8,2008,34.43,19.87,59.60,0.92,26.49,0.00,1.95
2,8,2008,31.15,20.15,65.44,0.76,25.66,0.03,1.66
3,8,2008,33.62,19.00,47.39,0.86,26.10,0.00,2.35
4,8,2008,37.38,21.38,46.84,1.00,25.45,0.00,2.49
5,8,2008,36.89,21.12,51.41,0.93,25.63,0.00,2.15
6,8,2008,39.95,22.47,34.30,1.23,22.86,0.42,2.14
7,8,2008,37.07,23.84,61.82,1.47,23.11,0.53,2.00
8,8,2008,31.42,21.98,78.89,0.78,23.37,0.28,2.51
9,8,2008,28.95,20.57,80.92,1.37,17.26,1.46,2.34
10,8,2008,32.42,18.57,65.26,1.19,25.35,0.00,1.88
11,8,2008,35.57,19.25,43.04,1.08,25.31,0.00,1.73
12,8,2008,37.32,22.94,38.61,0.95,24.48,0.00,1.51
13,8,2008,37.88,24.39,34.35,0.97,24.39,0.08,2.13
14,8,2008,36.65,23.42,53.35,0.83,23.28,0.02,1.69
15,8,2008,26.83,20.89,85.04,0.83,9.58,1.39,2.81
16,8,2008,32.30,19.48,63.02,1.18,24.16,0.00,1.81
17,8,2008,31.37,20.80,69.32,0.69,21.97,0.02,1.67
18,8,2008,37.75,21.74,53.04,0.91,22.84,0.02,1.20
19,8,2008,43.17,23.18,48.91,0.97,21.89,0.06,2.15
20,8,2008,29.11,22.51,81.12,0.52,20.20,0.14,2.26
21,8,2008,33.90,21.82,64.56,0.83,22.69,0.16,1.67
22,8,2008,38.59,24.03,51.93,0.82,22.83,0.02,2.19
23,8,2008,31.38,22.54,66.81,0.62,22.17,0.49,3.49
24,8,2008,28.22,19.67,82.02,1.14,13.48,1.26,2.78
25,8,2008,27.89,18.39,75.30,0.87,22.99,0.00,2.64
26,8,2008,28.56,16.26,69.93,0.70,23.24,0.00,2.49
27,8,2008,29.39,18.94,68.13,0.54,19.03,0.03,2.37
28,8,2008,28.98,18.71,76.10,0.53,22.03,0.04,2.19
29,8,2008,31.32,19.84,62.80,1.43,18.66,1.84,2.32
30,8,2008,29.03,19.78,78.14,1.79,15.47,6.49,2.60
31,8,2008,25.89,18.14,77.49,2.21,21.96,0.16,2.11
1,9,2008,26.43,17.29,80.12,1.82,21.87,0.05,1.82
2,9,2008,29.25,16.53,69.73,1.65,21.37,0.01,1.56
3,9,2008,34.91,19.39,59.16,1.55,21.90,0.00,1.65
4,9,2008,35.70,21.66,52.02,1.49,14.90,1.48,3.45
5,9,2008,35.50,20.43,60.18,1.42,16.19,0.75,1.82
6,9,2008,30.03,20.18,63.04,1.02,20.77,0.19,2.21
7,9,2008,26.67,18.73,77.08,0.64,20.25,0.19,2.60
8,9,2008,38.84,19.74,42.25,0.87,18.07,0.14,4.80
9,9,2008,38.55,22.46,37.42,0.81,11.49,0.38,5.34
10,9,2008,28.35,21.14,80.32,0.46,13.00,0.19,3.04
11,9,2008,25.44,19.18,80.08,0.66,9.59,1.80,2.61
12,9,2008,22.85,14.25,65.59,1.05,9.76,0.60,4.75
13,9,2008,23.46,14.25,66.66,0.91,18.63,0.00,2.62
14,9,2008,26.67,13.51,68.37,0.80,21.28,0.01,1.93
15,9,2008,30.79,13.72,61.70,0.79,21.43,0.00,1.79
16,9,2008,30.16,15.29,67.30,0.57,21.01,0.00,1.58
17,9,2008,30.38,16.39,72.66,0.49,20.45,0.00,1.66
18,9,2008,31.48,17.35,62.72,0.59,20.42,0.00,1.26
19,9,2008,26.25,16.21,70.28,0.39,19.71,0.06,2.72
20,9,2008,24.09,14.94,68.84,0.31,16.48,0.00,2.79
21,9,2008,25.15,12.28,70.39,0.37,19.96,0.00,2.93
22,9,2008,24.41,13.21,73.34,0.35,18.98,0.00,2.05
23,9,2008,27.64,12.57,70.26,0.42,20.06,0.00,1.69
24,9,2008,28.43,13.77,66.11,0.45,19.60,0.00,1.14
25,9,2008,27.32,15.28,66.57,0.41,19.13,0.00,1.53
26,9,2008,26.55,13.75,67.47,0.37,18.79,0.00,2.76
27,9,2008,27.90,14.30,55.45,0.39,17.81,0.00,3.55
28,9,2008,28.92,17.39,41.66,0.43,18.40,0.02,5.14
29,9,2008,28.83,18.29,51.07,0.40,17.37,0.00,4.77
30,9,2008,29.66,17.68,51.02,0.47,17.58,0.02,2.92
1,10,2008,29.97,16.89,47.63,0.46,15.79,0.02,2.38
2,10,2008,27.83,17.05,64.69,1.46,14.75,3.80,3.33
3,10,2008,21.61,14.93,89.08,1.92,10.76,15.82,3.49
4,10,2008,18.30,12.53,79.97,1.82,10.17,2.45,3.61
5,10,2008,24.22,11.06,75.86,1.32,10.32,0.40,1.78
6,10,2008,24.59,13.01,83.75,1.88,15.43,6.13,1.68
7,10,2008,22.73,14.47,88.63,1.73,15.16,0.73,1.32
8,10,2008,19.68,14.89,91.52,1.63,9.24,9.60,1.63
9,10,2008,21.70,13.54,88.98,1.20,8.02,3.56,1.90
10,10,2008,26.30,13.06,78.86,2.06,16.87,0.00,2.36
11,10,2008,27.10,18.38,75.66,2.04,15.28,0.00,5.39
12,10,2008,27.24,16.40,83.46,1.89,12.70,12.91,3.60
13,10,2008,23.98,16.32,86.05,1.48,10.00,5.84,2.47
14,10,2008,16.94,15.02,97.15,0.38,0.38,38.08,1.69
15,10,2008,17.61,15.22,95.12,1.02,4.72,8.29,1.46
16,10,2008,19.08,11.39,85.69,1.36,9.43,1.38,2.07
17,10,2008,21.56,9.15,79.20,1.84,16.55,0.00,1.13
18,10,2008,24.39,10.62,73.74,1.73,13.70,0.00,1.32
19,10,2008,23.89,12.28,79.78,1.23,8.48,0.00,2.50
20,10,2008,23.08,12.05,77.88,1.61,12.67,0.00,1.90
21,10,2008,24.20,12.02,79.56,1.59,11.71,5.11,2.46
22,10,2008,20.96,13.67,88.45,1.36,8.54,6.52,2.23
23,10,2008,23.29,12.38,83.44,1.48,12.01,2.76,1.44
24,10,2008,23.66,12.88,85.47,0.86,5.79,5.06,1.48
25,10,2008,20.05,12.94,92.25,1.16,8.38,7.64,1.97
26,10,2008,22.55,13.29,90.93,1.36,11.97,1.95,1.49
27,10,2008,24.93,13.97,81.67,1.86,13.74,2.04,2.48
28,10,2008,24.19,12.22,79.51,2.01,14.22,8.95,3.10
29,10,2008,15.50,7.53,75.50,1.42,5.37,2.40,4.66
30,10,2008,16.52,4.93,68.08,1.75,14.84,0.00,3.19
31,10,2008,16.73,4.91,81.99,0.78,6.24,0.14,3.20
1,11,2008,20.17,7.77,75.75,1.90,14.98,0.00,7.13
2,11,2008,18.56,8.52,74.52,1.32,8.74,0.07,4.66
3,11,2008,18.06,6.06,79.46,1.38,12.09,4.16,1.56
4,11,2008,14.16,7.54,85.61,1.18,8.04,1.59,2.78
5,11,2008,14.24,7.37,80.39,1.07,7.03,2.02,4.52
6,11,2008,14.02,7.94,82.82,1.25,8.21,2.01,5.81
7,11,2008,15.75,7.77,82.18,1.44,11.32,2.39,3.54
8,11,2008,16.69,5.27,86.96,1.04,10.19,2.70,2.08
9,11,2008,12.93,7.11,95.78,0.32,2.11,2.82,1.57
10,11,2008,16.43,3.95,85.58,1.15,12.37,0.05,1.34
11,11,2008,20.22,4.10,76.26,1.50,13.36,0.00,2.19
12,11,2008,15.90,6.77,88.14,0.65,6.36,2.98,2.42
13,11,2008,11.65,6.61,94.75,0.84,3.75,12.27,3.35
14,11,2008,10.50,4.49,89.67,1.16,6.86,5.29,2.39
15,11,2008,10.37,3.33,94.37,0.48,1.97,6.22,5.85
16,11,2008,12.38,8.93,94.19,0.36,2.10,16.66,3.81
17,11,2008,12.74,8.36,93.85,0.43,3.28,12.55,4.78
18,11,2008,13.32,6.31,91.54,0.67,4.59,4.64,2.89
19,11,2008,12.00,3.98,94.10,0.31,2.95,1.59,1.07
20,11,2008,11.16,5.93,95.88,0.51,3.07,10.48,1.82
21,11,2008,14.15,3.78,82.26,1.10,11.23,0.08,1.16
22,11,2008,14.70,2.62,87.49,0.97,11.50,1.16,3.13
23,11,2008,13.01,7.20,92.77,0.52,3.07,6.98,2.78
24,11,2008,15.95,4.21,82.27,1.17,11.20,0.95,3.54
25,11,2008,10.54,3.02,90.65,1.08,5.78,7.98,3.94
26,11,2008,11.35,0.12,82.09,1.05,11.70,0.00,1.22
27,11,2008,7.78,2.83,92.81,0.38,2.60,15.24,2.61
28,11,2008,9.55,4.28,87.62,0.70,3.98,3.80,3.97
29,11,2008,15.02,2.93,69.96,1.52,11.17,0.30,5.50
30,11,2008,14.15,4.88,75.10,1.06,6.52,1.10,5.65
1,12,2008,12.06,2.52,77.24,0.99,9.34,0.11,3.69
2,12,2008,8.85,3.98,85.07,0.92,7.16,6.28,6.07
3,12,2008,8.88,3.02,88.91,0.69,3.10,13.63,5.33
4,12,2008,10.71,4.93,89.04,0.48,2.59,4.22,4.54
5,12,2008,15.38,7.86,83.65,0.92,7.35,1.70,6.35
6,12,2008,13.15,5.49,81.60,0.99,10.85,0.54,3.13
7,12,2008,12.94,4.54,88.25,0.53,6.40,0.10,0.89
8,12,2008,11.58,2.80,87.47,0.58,5.33,0.34,1.45
9,12,2008,8.79,2.07,92.35,0.34,0.64,10.54,4.11
10,12,2008,7.58,3.90,90.49,0.93,3.32,16.56,5.94
11,12,2008,9.83,1.35,78.05,1.05,8.00,0.61,6.12
12,12,2008,11.46,-0.06,83.42,0.69,7.41,1.23,4.34
13,12,2008,12.29,4.61,76.50,1.25,9.85,0.71,5.39
14,12,2008,8.47,2.29,88.08,1.04,2.39,14.09,5.39
15,12,2008,8.67,0.85,83.19,1.00,8.26,4.94,6.13
16,12,2008,9.95,-0.32,82.04,1.04,7.85,4.97,5.00
17,12,2008,12.34,-0.56,87.73,0.60,8.80,0.58,4.21
18,12,2008,11.68,3.35,89.68,0.60,6.65,0.76,0.87
19,12,2008,14.32,1.16,83.38,0.85,10.88,0.00,1.02
20,12,2008,13.60,1.59,87.40,0.75,10.99,0.01,0.96
21,12,2008,14.36,1.41,86.98,0.81,10.91,0.07,0.71
22,12,2008,11.06,0.73,85.02,0.69,9.72,0.15,0.75
23,12,2008,13.97,-0.20,83.89,0.86,11.04,0.02,2.69
24,12,2008,13.57,1.12,81.17,0.92,11.08,0.01,2.65
25,12,2008,13.15,-0.25,82.99,0.63,8.12,0.01,1.67
26,12,2008,12.63,2.65,86.28,0.77,9.81,0.18,1.43
27,12,2008,7.06,0.71,83.60,0.94,7.86,2.40,3.10
28,12,2008,6.13,-3.55,82.57,0.50,4.55,0.37,3.66
29,12,2008,7.10,1.61,89.94,0.54,4.51,2.62,1.45
30,12,2008,7.49,0.91,95.07,0.35,2.95,4.16,1.81
31,12,2008,10.37,-0.29,83.76,0.96,11.08,0.03,2.65
1,1,2009,9.72,-0.43,82.90,0.71,6.59,0.01,3.66
2,1,2009,7.88,3.33,90.59,0.24,1.72,2.47,1.43
3,1,2009,8.60,2.68,95.32,0.13,1.49,0.78,1.30
4,1,2009,8.30,3.83,96.53,0.09,0.92,16.25,1.60
5,1,2009,9.10,1.77,96.32,0.25,2.60,3.37,1.37
6,1,2009,12.52,1.68,82.99,0.98,9.92,3.27,1.76
7,1,2009,11.44,1.75,88.73,0.81,8.12,2.73,1.96
8,1,2009,9.40,-0.41,88.72,0.56,6.04,0.91,1.45
9,1,2009,11.71,-2.56,87.78,0.77,9.27,1.88,1.24
10,1,2009,9.77,1.38,90.76,0.68,7.56,0.24,1.21
11,1,2009,10.98,2.04,90.12,0.67,8.55,0.19,1.92
12,1,2009,9.67,4.39,96.14,0.06,1.74,23.52,6.64
13,1,2009,10.60,3.70,95.46,-0.16,0.20,50.79,7.19
14,1,2009,9.03,4.02,92.31,0.42,2.63,4.00,3.00
15,1,2009,9.66,0.55,89.07,0.48,4.12,2.36,1.29
16,1,2009,15.09,-2.34,81.61,0.91,11.45,0.00,2.48
17,1,2009,13.41,0.29,80.42,1.04,12.39,0.00,2.22
18,1,2009,13.16,-0.77,86.98,0.91,12.11,0.05,1.24
19,1,2009,15.70,1.91,87.78,0.82,10.63,0.02,1.42
20,1,2009,13.53,1.25,90.26,0.54,6.01,7.22,3.12
21,1,2009,7.21,5.03,89.34,0.55,1.37,20.28,6.02
22,1,2009,8.72,2.86,86.84,0.82,6.83,13.07,5.83
23,1,2009,14.21,8.81,91.28,0.16,1.93,3.15,7.05
24,1,2009,15.64,7.62,84.14,0.98,10.64,0.01,7.62
25,1,2009,12.93,3.02,83.62,0.78,7.00,0.98,4.50
26,1,2009,9.07,4.36,79.21,1.47,9.37,5.40,6.49
27,1,2009,8.90,3.01,83.47,1.07,4.50,11.95,6.39
28,1,2009,12.04,5.05,84.75,1.08,11.96,0.24,5.20
29,1,2009,14.27,4.71,81.86,1.19,12.80,0.01,2.84
30,1,2009,18.08,2.67,79.76,1.29,13.76,0.00,1.97
31,1,2009,15.50,2.84,80.32,1.31,12.53,1.09,3.93
1,2,2009,15.18,0.84,75.66,1.17,6.73,0.02,4.43
2,2,2009,16.27,7.36,75.59,1.37,8.67,1.84,5.02
3,2,2009,12.38,4.18,86.26,0.65,4.46,0.80,3.91
4,2,2009,16.56,5.02,80.71,1.07,9.17,0.23,3.23
5,2,2009,17.28,3.69,80.82,1.40,11.69,2.86,2.86
6,2,2009,16.97,0.91,78.02,1.65,13.70,2.19,3.35
7,2,2009,10.60,5.14,94.00,0.70,2.77,20.77,4.93
8,2,2009,9.82,2.43,82.84,0.97,8.07,1.73,4.69
9,2,2009,15.75,3.81,78.04,1.45,14.99,0.00,3.18
10,2,2009,15.72,3.21,81.41,1.39,13.66,0.37,3.49
11,2,2009,11.19,2.90,78.75,1.43,12.93,1.21,5.10
12,2,2009,7.13,3.55,83.76,0.53,2.33,3.13,3.15
13,2,2009,11.07,-1.82,78.05,1.39,16.12,0.00,0.72
14,2,2009,13.26,-0.67,82.07,1.43,16.54,0.02,1.56
15,2,2009,10.95,1.59,83.66,1.39,15.94,0.05,2.35
16,2,2009,14.63,0.71,81.56,1.35,13.23,0.21,1.73
17,2,2009,9.25,1.87,90.62,0.62,5.07,4.60,2.16
18,2,2009,8.69,1.26,84.64,1.02,8.85,4.63,1.96
19,2,2009,12.96,0.61,81.67,1.52,17.22,0.00,1.11
20,2,2009,12.32,0.32,83.61,1.37,15.18,0.09,2.57
21,2,2009,9.09,4.43,86.00,0.84,8.20,1.90,2.46
22,2,2009,8.97,3.80,87.91,0.87,6.76,2.69,2.44
23,2,2009,8.22,3.71,94.01,0.36,3.21,4.95,0.93
24,2,2009,12.10,3.86,91.20,0.95,8.52,2.09,2.89
25,2,2009,11.74,2.91,87.82,0.82,6.43,0.67,1.61
26,2,2009,13.32,0.32,85.17,1.52,18.38,0.00,1.26
27,2,2009,16.88,0.48,78.18,1.80,18.04,0.00,1.43
28,2,2009,14.79,1.07,79.80,1.28,9.94,2.72,3.91
1,3,2009,14.37,5.62,87.94,1.15,10.24,1.75,2.71
2,3,2009,17.35,3.21,81.07,1.61,14.51,0.38,1.65
3,3,2009,19.40,7.68,72.79,2.22,15.21,0.18,5.49
4,3,2009,11.03,6.76,86.08,0.86,3.64,7.32,6.14
5,3,2009,9.14,4.51,81.85,2.14,10.17,16.25,9.14
6,3,2009,9.32,3.32,76.37,2.04,12.22,11.67,7.88
7,3,2009,11.71,4.24,88.76,0.85,5.64,6.63,5.06
8,3,2009,17.01,3.12,80.66,2.00,19.49,0.03,1.29
9,3,2009,16.20,3.71,87.15,1.52,16.26,0.02,1.18
10,3,2009,15.65,4.67,89.82,1.83,19.12,0.11,1.58
11,3,2009,17.30,2.68,77.00,2.20,20.75,0.00,0.96
12,3,2009,19.09,3.26,74.92,2.27,20.75,0.00,1.03
13,3,2009,21.94,3.70,77.58,2.45,20.72,0.00,1.33
14,3,2009,22.03,5.45,76.58,2.52,21.11,0.00,1.04
15,3,2009,17.10,5.73,86.77,2.00,21.09,0.05,1.25
16,3,2009,13.37,6.69,88.51,1.66,15.61,1.26,2.66
17,3,2009,14.08,3.35,81.04,1.80,14.10,2.77,3.06
18,3,2009,17.20,-1.08,70.33,2.50,22.58,0.00,1.29
19,3,2009,18.99,1.60,75.75,2.49,22.12,0.00,1.42
20,3,2009,11.47,5.64,86.25,1.06,8.66,0.76,2.45
21,3,2009,10.93,0.91,76.94,1.63,13.70,1.38,3.72
22,3,2009,15.24,-2.66,70.51,2.39,23.15,0.00,1.36
23,3,2009,15.86,0.46,67.73,2.45,23.34,0.00,1.44
24,3,2009,17.93,1.80,66.46,2.59,23.53,0.00,1.04
25,3,2009,15.73,2.43,77.25,2.17,23.13,0.00,1.57
26,3,2009,20.86,3.00,71.77,2.52,23.56,0.00,1.19
27,3,2009,27.27,5.99,64.39,3.06,22.09,0.62,2.14
28,3,2009,22.96,10.88,78.82,1.32,6.77,3.78,4.59
29,3,2009,16.74,7.53,84.77,2.12,13.61,4.16,2.81
30,3,2009,10.56,7.37,96.95,0.28,1.36,19.27,1.78
31,3,2009,9.71,7.37,95.95,0.75,1.52,28.62,9.06
1,4,2009,14.75,7.76,84.19,1.94,14.08,22.98,5.90
2,4,2009,15.29,4.82,84.66,1.96,15.89,0.65,2.32
3,4,2009,15.04,3.22,86.49,2.33,18.02,7.38,2.34
4,4,2009,12.10,8.34,90.69,0.94,5.99,3.04,2.21
5,4,2009,11.94,6.44,90.98,0.98,7.99,1.31,1.55
6,4,2009,18.49,2.65,77.86,2.86,24.03,0.00,1.33
